categoria,hasAnswer,hasAuthor,hasBanner,hasButton,hasBuy,hasCart,hasChat,hasComment,hasContent,hasControl,hasCountry,hasCustomer,hasDropdown,hasFilter,hasForm,hasForum,hasItemProp,hasMetaKeywords,hasNewsletter,hasOrder,hasPresentation,hasPrices,hasPrint,hasProduct,hasPurchase,hasRadio,hasRelNext,hasRelPrev,hasRelated,hasReply,hasReview,hasSale,hasSchemaOrg,hasShipping,hasSort,hasThread,hasUser,hasVotes,hasWishlist,hreflangCount,imgHasAlt,tag_a,tag_abbr,tag_article,tag_aside,tag_b,tag_button,tag_dd,tag_div,tag_dl,tag_em,tag_figcaption,tag_figure,tag_form,tag_h2,tag_h3,tag_h4,tag_h5,tag_h6,tag_hr,tag_i,tag_iframe,tag_img,tag_input,tag_label,tag_li,tag_ol,tag_p,tag_picture,tag_pre,tag_section,tag_select,tag_small,tag_span,tag_strong,tag_sup,tag_svg,tag_table,tag_tbody,tag_td,tag_th,tag_time,tag_tr,tag_ul,tag_video,word_count,word_count_no_boilerplate
Discussione,0,91,0,0,0,0,0,60,74,30,0,0,7,0,0,6,0,1,0,0,0,0,0,0,0,10,2,2,0,0,0,0,5,0,0,0,1,0,0,0,74,292,0,30,30,0,9,0,576,0,4,0,0,10,2,66,33,60,0,31,225,4,74,49,9,447,0,77,0,0,1,0,0,490,33,0,0,0,0,0,0,31,0,157,0,11214,1902
Discussione,0,0,0,8,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,17,480,0,0,0,0,1,0,88,0,0,0,0,6,2,0,30,1,2,1,78,5,28,31,1,459,0,4,0,0,35,8,0,53,0,0,0,1,1,3,1,0,4,82,0,10718,1878
Contenuto editoriale,0,1,2,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,87,0,1,1,0,0,0,125,0,0,0,0,2,8,0,0,0,0,0,0,10,47,4,0,15,0,33,0,0,2,0,0,25,9,0,0,0,0,0,0,0,0,3,0,7112,4262
Contenuto editoriale,0,18,1,0,0,0,0,93,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,2,0,0,0,49,119,0,1,1,0,1,0,85,0,1,0,0,1,1,0,0,0,0,0,0,6,49,1,1,87,0,19,0,0,10,0,0,27,0,0,0,1,1,36,7,2,8,10,0,6857,3357
Contenuto editoriale,0,12,4,6,0,0,0,0,0,12,0,0,1,0,0,0,12,0,0,0,0,1,6,0,0,51,0,0,13,0,7,0,1,0,0,0,5,0,0,0,136,362,0,83,14,0,3,0,603,0,0,0,0,1,8,4,0,0,0,0,1,5,158,4,0,122,0,208,0,0,0,0,0,112,16,0,0,0,0,0,0,0,0,25,0,10589,3100
Contenuto editoriale,0,1,1,1,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,85,0,1,19,0,2,0,54,0,7,0,0,3,1,17,0,0,0,0,0,0,62,17,3,41,0,20,0,0,1,1,0,27,9,0,4,2,2,41,7,2,13,8,0,17348,4439
Discussione,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,932,0
Discussione,1,41,1,164,0,0,0,0,67,3,0,0,104,0,0,0,6,1,0,0,0,4,2,0,0,0,2,0,0,2,0,0,0,0,1,0,60,0,0,0,68,388,1,0,0,0,3,101,301,20,0,0,0,4,1,22,0,0,0,21,0,0,70,8,3,208,0,27,0,20,0,3,0,156,101,0,0,0,0,0,0,0,0,70,0,9295,546
Contenuto editoriale,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,67,0,0,0,0,1,0,121,0,0,0,0,0,3,2,0,3,0,1,3,8,38,0,0,15,0,58,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,2,0,4592,3219
Contenuto editoriale,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,268,0
Contenuto editoriale,0,0,1,34,0,0,0,11,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21,0,4,1,0,3,0,72,0,0,0,0,1,0,7,1,0,0,0,0,1,3,2,1,12,0,0,0,0,1,0,0,28,2,0,18,0,0,0,0,1,0,2,0,6903,6577
Discussione,13,0,2,20,0,0,0,0,57,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,4,0,0,0,2,55,0,0,0,0,0,0,277,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,30,0,3,0,0,0,0,0,122,1,0,2,0,0,0,0,0,0,3,0,3555,313
Contenuto editoriale,0,1,0,5,0,0,0,1,5,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,2,7,3,0,49,0,1,0,0,0,0,0,47,1,0,5,0,0,0,0,1,0,11,0,2182,1393
Contenuto editoriale,0,0,0,2,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,0,0,0,1,0,57,0,1,0,0,0,1,0,1,0,0,1,1,1,15,1,1,29,0,10,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,7,0,3863,3177
Contenuto editoriale,0,16,0,17,0,0,0,225,303,49,0,0,0,0,3,0,11,0,0,20,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,112,44,0,0,0,40,712,1,0,2,0,0,0,1184,1,0,0,0,1,11,1,2,0,0,0,2,5,169,2,0,371,23,27,0,0,0,0,0,585,0,0,0,2,2,4,0,0,2,76,0,15257,804
E-commerce / Pagina di prodotto,0,0,13,10,1,7,0,0,15,2,0,0,7,0,21,0,11,0,5,0,0,13,0,15,0,4,0,0,0,0,0,1,0,0,0,0,1,0,3,0,33,184,0,0,0,0,9,0,211,0,0,0,0,7,1,24,15,10,0,0,16,4,43,22,6,138,1,7,0,0,3,4,0,47,21,0,1,5,5,276,46,0,35,30,0,6708,888
Discussione,0,0,0,107,0,0,10,0,33,0,0,0,0,0,1,3,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163,0,0,0,94,168,18,0,0,1,1,0,271,0,0,0,1,2,22,0,0,0,0,1,0,11,97,6,2,93,0,5,0,0,0,2,0,578,0,0,1,0,0,0,0,0,0,17,0,7990,418
Contenuto editoriale,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,0,0,0,0,1,0,29,0,0,0,0,3,0,6,2,6,0,0,0,12,17,10,7,34,1,5,0,0,0,0,0,11,98,0,0,0,0,0,0,0,0,5,0,7467,6494
Contenuto editoriale,0,0,2,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,13,2,0,17,0,0,0,0,3,1,1,2,0,0,0,5,0,2,6,5,6,0,6,0,0,4,3,0,10,0,0,0,1,1,4,0,0,2,1,0,2548,2405
E-commerce / Pagina di prodotto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,415
Contenuto editoriale,0,0,0,15,0,0,0,0,80,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,94,0,0,0,2,0,0,0,3,0,0,8,11,112,0,0,0,13,2,0,292,0,0,0,0,1,6,6,0,0,0,0,0,4,44,2,0,48,3,23,0,0,0,0,0,54,0,3,0,0,0,0,0,0,0,10,22,5840,3546
Contenuto editoriale,0,20,4,7,0,0,0,72,6,0,0,0,2,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,6,0,0,0,40,425,0,4,0,0,0,0,117,0,13,0,0,5,1,15,5,1,0,0,0,9,47,27,3,359,2,33,0,0,5,0,1,91,26,0,0,2,2,10,0,3,7,48,0,25318,16454
Contenuto editoriale,0,1,10,69,0,0,0,0,23,0,2,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,26,137,0,0,0,0,3,0,183,0,0,6,0,1,7,0,0,0,0,8,2,1,29,1,1,74,0,15,10,0,0,0,1,70,0,0,4,0,0,0,0,1,0,15,0,11934,10300
Discussione,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,22,201,0,0,1,0,0,0,109,0,0,0,0,1,6,4,2,0,1,0,2,7,23,3,2,150,0,90,0,0,4,0,0,87,0,0,11,0,0,0,0,0,0,45,0,8315,4415
Contenuto editoriale,0,0,0,10,0,4,0,0,6,0,0,2,13,0,6,0,0,1,4,0,0,5,0,35,0,6,0,0,2,0,5,0,0,0,0,0,0,0,1,0,11,109,0,0,0,0,3,7,158,2,14,0,0,3,3,2,4,0,0,0,0,4,11,16,16,86,0,19,0,0,0,2,2,130,7,0,0,1,1,7,7,0,7,24,0,3599,684
E-commerce / Pagina di prodotto,0,0,1,25,0,15,0,0,12,1,0,0,0,0,9,0,2,0,0,0,1,4,0,30,0,0,1,1,0,0,0,0,1,2,0,0,0,0,13,0,13,119,0,1,1,0,10,0,148,0,0,0,1,4,1,2,9,0,0,0,18,0,20,9,3,86,1,16,0,0,13,2,1,97,7,0,0,2,2,6,2,0,4,19,0,4027,319
Contenuto editoriale,0,1,0,7,0,0,0,0,21,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,12,56,0,0,0,0,0,2,82,1,2,0,0,1,1,5,0,0,0,0,0,4,16,12,0,25,0,26,0,0,0,0,0,40,7,0,0,1,1,4,0,0,4,9,0,7576,6297
E-commerce / Pagina di prodotto,0,0,0,6,0,4,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,0,140,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,192,0,0,3,2,6,0,79,0,0,0,1,1,2,3,0,0,0,0,2,0,5,0,0,135,0,5,0,0,2,0,0,18,1,0,0,1,1,2,2,0,2,39,0,2368,0
E-commerce / Pagina di prodotto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,109,0,0,0,1,0,0,43,0,0,0,24,1,13,0,0,0,0,0,0,0,31,2,0,72,0,5,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,17,0,2971,369
Contenuto editoriale,0,4,1,5,0,0,0,19,1,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,14,109,1,1,1,0,1,0,44,0,0,0,0,2,0,4,4,0,0,0,0,2,20,11,5,71,0,25,0,0,1,0,1,23,11,0,0,0,0,0,0,0,0,18,0,4525,2812
E-commerce / Pagina di prodotto,0,0,0,21,0,20,0,0,12,3,0,0,9,0,8,0,1,0,0,0,1,10,0,135,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,13,144,0,0,3,0,13,0,189,0,0,0,1,3,3,9,7,0,0,1,5,0,13,8,6,80,0,11,0,0,1,4,0,46,0,0,0,2,2,6,2,0,4,18,0,2835,892
Contenuto editoriale,0,0,0,1,0,0,0,0,6,1,0,0,46,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,23,60,0,1,0,0,3,0,133,0,0,0,0,0,1,1,0,0,0,0,2,4,37,1,0,66,0,5,18,0,0,0,0,41,0,0,3,0,0,0,0,0,0,11,0,2816,1449
Contenuto editoriale,0,5,0,2,0,0,0,85,3,0,0,0,0,0,54,0,0,0,0,0,7,0,1,0,0,0,1,1,16,3,0,0,0,0,0,2,10,0,0,0,10,121,0,0,0,0,0,2,95,1,3,0,0,3,6,4,0,0,0,0,1,3,10,28,4,102,1,24,0,0,0,0,1,29,5,0,11,0,0,0,0,0,0,8,0,3954,1571
E-commerce / Pagina di prodotto,0,0,6,16,1,3,0,0,14,7,0,0,4,0,27,0,11,0,3,1,0,16,0,12,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,31,199,0,0,0,0,10,0,235,0,0,0,0,9,6,31,7,5,0,0,16,2,47,22,7,156,0,10,0,0,2,5,0,38,18,0,1,8,8,474,79,0,56,33,0,7477,1130
Contenuto editoriale,0,13,4,16,0,0,0,0,14,42,0,0,21,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,28,0,2,0,0,0,1,0,0,0,24,452,0,24,3,0,9,0,274,0,0,0,1,1,4,1,9,0,0,0,2,3,47,1,9,330,0,99,1,0,6,9,0,223,9,0,0,0,0,0,0,3,0,61,1,9062,3044
E-commerce / Pagina di prodotto,0,0,0,40,0,26,22,0,8,3,0,0,0,0,11,0,0,0,0,0,0,6,0,175,0,0,0,0,1,0,6,2,1,5,0,0,6,0,35,0,44,178,0,0,0,0,16,1,248,1,0,0,0,3,1,5,6,1,0,4,24,2,46,23,14,103,0,30,0,0,1,3,0,74,4,0,0,3,3,35,9,0,14,19,0,5350,2026
Discussione,0,0,0,13,0,0,0,0,43,36,0,0,0,0,4,10,0,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,13,47,0,0,0,139,230,0,0,0,3,0,0,338,0,3,0,0,4,10,0,4,0,8,22,0,6,139,28,3,135,3,48,0,0,0,0,0,126,23,0,0,0,0,0,0,0,0,29,0,7151,1878
E-commerce / Pagina di prodotto,0,0,0,31,1,40,0,0,8,6,0,3,0,0,8,0,13,0,3,3,0,9,7,42,0,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,6,147,0,0,0,2,4,0,161,0,0,0,0,5,0,3,5,1,0,0,11,2,21,29,6,96,0,24,0,0,8,3,0,79,7,0,0,3,3,11,7,0,6,21,0,2619,0
E-commerce / Pagina di prodotto,0,0,1,56,1,70,2,8,15,8,0,0,0,0,17,0,56,0,3,3,0,2,41,152,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,76,358,0,0,0,2,9,0,206,0,1,0,0,4,2,4,6,35,0,0,16,1,77,17,10,262,0,33,0,0,11,1,0,109,8,6,0,0,0,0,0,0,0,40,0,5119,394
Discussione,0,1,1,7,0,0,0,0,3,0,0,0,32,0,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,0,1,0,0,1,0,30,0,0,0,0,2,1,0,0,0,0,0,0,2,4,3,0,60,0,10,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,12,0,3556,2369
Discussione,0,5,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,25,68,1,0,0,0,0,23,61,5,0,0,0,2,1,6,0,0,0,6,0,0,25,2,4,7,0,10,0,0,0,4,0,42,23,0,0,0,0,0,0,0,0,3,0,2968,795
Contenuto editoriale,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,0,1,1,0,1,0,33,0,0,0,2,0,7,0,0,0,0,0,7,6,3,0,0,10,0,16,0,0,3,0,0,7,2,0,0,0,0,0,0,1,0,3,0,3266,2146
Discussione,0,26,2,6,0,0,0,0,1,1,0,0,2,0,1,3,36,0,0,5,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,8,81,0,0,0,29,250,0,13,5,0,0,72,380,70,15,0,0,5,0,28,0,0,0,0,33,12,30,29,13,113,3,3,0,0,0,0,0,192,6,0,0,1,1,3,0,0,1,29,0,7939,2178
Discussione,0,0,4,17,0,0,0,0,365,0,0,0,0,0,1,0,14,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,394,0,0,0,0,15,0,2045,0,0,0,0,366,4,0,0,0,0,0,0,10,4,366,366,6,0,25,2,0,2,0,0,387,0,0,15,0,0,0,0,4,0,1,0,27192,3574
Discussione,40,13,17,5,0,0,0,0,24,1,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,26,65,22,0,0,91,199,0,0,0,0,2,0,377,0,0,0,0,1,3,1,0,0,0,2,22,13,92,6,0,116,0,42,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,23,1,11265,3508
Discussione,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,174,0,0,0,32,0,0,8,0,0,0,0,5,0,0,0,0,0,27,0,10,258,7,0,0,0,49,0,0,0,3,62,44,0,0,0,33,33,131,0,0,99,0,0,5344,2463
Discussione,0,40,1,6,0,0,0,0,1,1,0,0,2,0,1,3,49,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,104,0,0,0,40,258,0,20,8,0,0,76,393,74,21,0,0,5,0,29,0,0,0,0,31,12,41,29,13,109,1,2,0,0,0,0,0,217,9,0,0,1,1,3,0,0,1,31,0,12522,6778
Discussione,0,0,2,3,0,0,0,4,2,33,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,8,6,0,0,0,78,136,0,10,24,3,2,30,118,10,0,10,10,5,2,10,1,1,3,0,28,0,78,21,4,44,1,15,0,0,5,0,2,50,17,0,0,0,0,0,0,10,0,15,0,8248,4377
Discussione,0,15,1,53,0,0,0,0,52,4,0,0,84,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,7,0,30,0,0,0,25,218,0,0,0,2,2,51,213,15,1,0,0,3,1,16,0,1,0,18,96,1,25,7,3,104,0,18,0,0,0,3,0,302,69,0,0,0,0,0,0,0,0,41,0,14520,6707
Discussione,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,45,0,0,0,0,0,50,103,10,0,0,0,2,1,1,0,0,0,11,10,3,30,3,0,11,0,3,0,0,0,0,0,49,29,0,0,0,0,0,0,0,0,15,0,9427,7130
Discussione,0,0,0,8,0,0,0,0,17,7,0,0,0,0,2,2,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,91,153,0,0,0,2,1,0,297,0,0,0,0,5,1,0,0,0,0,16,0,14,94,14,3,0,0,8,0,0,0,3,0,7,32,0,0,50,50,200,0,0,132,0,0,7839,1906
E-commerce / Pagina di prodotto,0,0,0,14,0,6,0,0,1,0,0,0,6,0,7,1,0,1,0,0,0,5,0,31,0,10,0,0,2,0,3,0,0,0,0,0,0,0,0,0,13,283,0,0,0,0,8,1,131,1,1,0,0,3,1,3,27,0,0,0,0,1,31,15,1,279,0,26,0,0,0,0,1,194,10,0,0,1,1,5,7,0,2,53,0,5714,774
Discussione,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,115,0,0,0,89,0,0,55,0,0,0,0,1,0,0,0,0,0,17,12,2,67,6,0,10,0,4,0,0,0,1,0,15,1,0,0,51,51,242,0,0,138,2,0,11490,5409
Discussione,0,0,0,4,0,1,0,1,39,49,0,0,0,0,3,19,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,86,0,0,0,97,292,0,0,0,8,1,7,328,16,0,0,0,4,16,0,2,1,2,35,4,18,104,21,2,249,13,7,0,0,0,2,0,176,44,0,0,1,1,2,0,0,1,38,3,14608,5058
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,303,0,0,0,91,0,0,10,0,0,0,0,6,0,0,0,0,3,90,34,3,598,14,0,0,0,165,0,0,0,3,192,149,0,0,0,76,76,343,0,0,283,0,0,34961,15167
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,166,0,0,0,36,0,0,58,0,0,0,0,2,0,0,0,0,0,15,0,3,149,3,0,0,0,1,0,0,0,3,0,145,0,0,0,52,52,231,2,0,149,0,0,14013,11579
Discussione,0,0,0,86,0,0,0,0,6,37,0,0,0,0,0,1,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172,336,0,0,0,37,5,75,313,75,1,0,0,2,0,5,0,0,0,5,19,10,192,12,6,135,1,16,0,0,0,9,0,146,15,0,4,34,34,126,0,0,79,25,3,8336,1678
Discussione,0,15,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,31,123,1,0,0,0,0,52,110,15,0,0,0,3,1,16,0,0,0,16,0,0,31,9,3,8,0,21,0,0,0,3,0,93,59,0,0,0,0,0,0,0,0,3,0,11730,6765
Discussione,0,0,0,3,0,0,0,0,43,46,0,0,0,0,3,10,0,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,12,83,0,0,0,155,124,0,0,0,4,0,43,259,14,0,0,0,4,14,0,2,0,7,30,1,0,159,19,2,65,3,1,0,0,0,1,0,134,29,0,0,0,0,0,0,0,0,13,0,16611,9374
Discussione,0,0,3,10,0,0,0,13,1,19,0,0,18,0,6,16,0,1,0,18,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,6,30,0,0,0,70,233,0,6,1,17,0,0,294,0,1,0,0,4,0,6,1,1,0,0,5,11,73,9,0,68,0,57,0,0,5,1,0,18,22,0,0,48,48,125,1,0,86,14,0,15940,8927
Discussione,0,0,2,16,0,2,0,2,17,0,0,0,8,0,5,12,4,1,0,2,0,2,16,0,0,0,0,0,0,0,8,1,0,0,2,8,8,0,0,2,44,172,0,0,0,3,1,0,527,0,0,0,0,14,0,0,0,0,0,0,2,0,55,94,0,116,0,24,0,0,0,2,0,207,0,0,0,0,0,0,0,0,0,16,0,8602,2105
Contenuto editoriale,0,40,8,12,0,2,0,44,27,3,0,0,17,0,5,1,0,0,0,2,28,0,0,0,0,0,1,1,0,55,0,0,0,0,0,6,6,0,0,0,32,189,0,7,0,0,8,0,345,0,23,0,0,2,0,7,5,0,0,0,136,7,42,5,5,144,1,48,0,0,0,0,8,140,55,0,0,0,0,0,0,0,0,28,0,16058,9541
Contenuto editoriale,0,0,1,17,0,1,0,15,9,1,0,0,1,3,6,1,97,0,0,2,1,0,3,0,0,0,1,1,22,0,0,0,0,0,2,3,0,0,0,0,74,141,0,1,31,2,3,0,174,0,25,9,9,7,4,3,5,0,24,1,5,11,74,25,9,58,1,27,0,0,0,5,0,75,25,0,6,0,0,0,0,2,0,11,0,30944,25001
Discussione,0,20,4,82,0,0,0,0,67,19,0,0,100,0,0,2,12,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,7,0,42,0,0,0,73,333,0,0,0,0,0,60,388,20,2,0,1,1,1,24,0,0,0,21,104,11,75,1,5,183,0,23,1,0,0,3,0,353,83,0,13,0,0,0,0,0,0,55,4,20141,12810
Contenuto editoriale,0,2,11,19,0,0,0,34,3,0,0,0,0,0,29,0,19,0,0,40,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,56,233,0,26,1,0,0,0,302,0,0,0,26,3,64,9,0,0,0,0,6,21,58,20,8,119,0,12,0,0,0,0,0,79,4,0,0,0,0,0,0,1,0,26,0,7517,1625
Discussione,0,0,0,26,0,0,0,0,60,1,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,136,0,0,0,41,232,0,38,0,0,1,0,453,0,0,0,0,2,0,3,20,19,0,2,28,6,58,5,1,51,0,0,0,0,20,1,0,111,0,0,0,1,1,25,5,49,6,14,0,10450,5959
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,275,0,0,0,118,0,0,86,0,0,0,0,0,1,0,0,0,0,28,0,2,208,0,0,0,0,32,0,0,0,0,0,2,0,0,0,31,31,236,0,0,65,0,0,10644,2322
Discussione,0,17,1,41,0,0,0,0,3,1,0,0,0,0,16,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,50,98,0,16,3,30,1,0,299,0,0,0,0,3,0,0,0,0,0,0,0,14,50,4,0,12,0,5,0,0,0,2,0,46,0,0,1,3,3,7,0,0,3,3,0,7945,3793
Discussione,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,91,0,0,0,13,0,0,74,0,0,0,0,1,1,0,0,0,0,0,1,4,47,3,0,0,0,1,0,0,0,0,0,47,0,0,0,19,19,41,0,0,19,0,0,7311,4251
Contenuto editoriale,0,14,4,27,0,0,0,0,17,53,0,0,21,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,28,0,2,0,0,0,1,0,0,0,30,458,0,24,3,0,9,0,293,0,0,0,1,1,4,4,10,0,0,0,2,3,54,1,9,332,0,117,1,0,6,9,0,236,28,0,0,0,0,0,0,3,0,61,1,12727,6297
Discussione,0,11,0,5,0,0,0,0,14,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,57,104,0,0,0,2,0,49,109,11,7,0,0,3,1,12,0,0,0,12,0,14,62,7,4,2,0,14,0,0,0,4,0,63,45,0,0,0,0,0,0,0,0,1,0,10208,6825
Contenuto editoriale,0,0,2,1,0,0,0,0,4,7,0,0,3,0,3,0,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,0,1,1,1,1,0,180,0,0,0,2,4,7,3,11,0,0,0,0,15,6,8,1,23,0,5,0,0,0,0,0,39,14,0,2,0,0,0,0,1,0,8,0,10137,8099
Contenuto editoriale,0,2,9,11,0,0,0,97,7,0,0,0,0,0,38,0,44,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,40,281,0,31,0,15,0,0,317,0,2,0,0,4,17,21,4,6,0,0,132,4,42,20,8,213,0,26,0,0,0,0,0,95,7,0,0,2,2,12,0,0,5,45,0,19622,14246
